Request NO.,RequestFileName,GenerateTime
175,4-6992-233-10,34
176,16-24875-829-28,34
177,16-24875-829-29,34
178,3-5821-194-6,34
179,14-21875-729-25,34
180,2-3246-108-34,34
181,12-18693-623-16,34
182,2-3246-108-33,35
183,5-8485-282-127,36
184,11-16730-557-102,36
185,11-16730-557-104,36
186,12-17981-599-56,36
187,2-4401-146-105,37
188,2-4401-146-107,37
189,16-24875-829-27,37
190,16-24875-829-25,37
191,3-5821-194-9,37
192,11-16730-557-101,37
193,12-17981-599-58,37
194,14-21875-729-28,37
195,18-27875-929-28,37
196,18-26865-895-77,37
197,18-26865-895-79,37
198,12-18693-623-17,37
199,6-8875-295-129,38
200,3-5821-194-5,38
201,18-26865-895-78,38
202,16-23597-786-89,38
203,11-16730-557-103,39
204,12-17981-599-57,39
205,2-3246-108-30,39
206,18-26630-887-103,40
207,4-6891-229-105,40
208,13-19730-657-104,40
209,16-23597-786-88,40
210,18-26687-889-89,40
211,8-11867-395-87,40
212,16-24369-812-48,41
213,12-18575-619-25,41
214,18-26687-889-86,41
215,1-2780-92-104,41
216,16-24369-812-47,42
217,16-24369-812-49,42
218,16-24369-812-46,42
219,13-19730-657-102,42
220,16-23597-786-85,42
221,1-2780-92-102,42
222,1-2780-92-101,42
223,16-24369-812-45,43
224,18-26630-887-104,43
225,4-6891-229-108,43
226,18-26630-887-102,44
227,15-22682-756-14,44
228,8-11867-395-86,44
229,18-26630-887-101,45
230,4-6891-229-109,45
231,16-23597-786-86,45
232,8-11867-395-89,45
233,18-26630-887-100,46
234,18-26687-889-85,46
235,18-26687-889-87,46
236,8-11867-395-88,46
237,15-22682-756-13,47
238,16-23597-786-87,47
239,4-6891-229-107,48
240,4-6891-229-106,48
241,18-26687-889-88,48
242,1-2780-92-100,48
243,1-2780-92-103,48
244,8-11867-395-85,48
245,15-22682-756-12,49
246,15-22682-756-11,49
247,13-19730-657-103,49
248,2-4007-133-85,50
249,2-4007-133-86,50
250,11-16989-566-48,50
251,16-24406-813-82,50
252,1-2900-96-103,50
253,1-2900-96-102,50
254,3-5233-174-66,51
255,10-14812-493-113,51
256,10-14812-493-111,51
257,2-3221-107-58,51
258,8-11818-393-142,51
259,8-11818-393-144,51
260,18-27492-916-63,51
261,2-4007-133-87,52
262,2-3221-107-57,52
263,18-27492-916-61,52
264,5-8507-283-89,52
265,12-18575-619-28,53
266,16-24406-813-84,53
267,18-27492-916-62,53
268,19-28183-939-66,53
269,2-4007-133-88,54
270,3-5233-174-65,54
271,10-14812-493-112,54
272,19-28183-939-69,54
273,2-3221-107-55,55
274,1-2900-96-104,55
275,12-18575-619-27,56
276,10-14812-493-114,56
277,11-16989-566-49,56
278,16-24406-813-81,56
279,12-18575-619-26,57
280,8-11818-393-140,57
281,8-11818-393-143,57
282,19-28183-939-68,57
283,2-4007-133-89,58
284,10-14812-493-110,58
285,2-3221-107-56,58
286,16-24406-813-80,58
287,16-24406-813-83,58
288,18-27492-916-64,58
289,19-28183-939-67,58
290,12-18575-619-29,59
291,8-11818-393-141,59
292,1-2900-96-101,59
293,18-27492-916-60,59
294,19-28183-939-65,59
295,14-21607-720-36,60
296,10-15326-510-133,60
297,15-22326-744-34,60
298,7-10774-359-22,60
299,7-10774-359-21,60
300,2-3230-107-104,60
301,15-22469-748-149,60
302,5-7551-251-105,60
303,15-22469-748-147,61
304,15-22469-748-145,61
305,14-21607-720-39,62
306,5-7551-251-108,62
307,14-21607-720-35,63
308,15-23438-781-44,63
309,2-3230-107-103,63
310,5-7551-251-107,63
311,7-11570-385-100,64
312,10-15326-510-134,64
313,15-23438-781-43,64
314,7-10774-359-23,64
315,7-11570-385-103,65
316,7-11570-385-104,65
317,14-21607-720-37,65
318,10-15326-510-132,65
319,15-22469-748-146,65
320,7-10774-359-20,66
321,7-11570-385-101,68
322,7-11570-385-102,68
323,14-21607-720-38,68
324,10-15326-510-131,68
325,7-10774-359-24,68
326,15-22469-748-148,68
327,12-18039-601-48,69
328,15-23438-781-41,69
329,15-23438-781-42,69
330,5-7551-251-106,69
331,10-15282-509-64,70
332,12-18039-601-45,71
333,4-6115-203-128,71
334,15-22271-742-55,71
335,14-21397-713-35,71
336,14-21397-713-37,71
337,13-19906-663-84,72
338,2-3066-102-32,72
339,18-27228-907-94,72
340,14-21406-713-83,72
341,15-22832-761-11,72
342,15-22271-742-58,73
343,2-3066-102-33,73
344,17-25280-842-103,73
345,14-21397-713-36,73
346,7-11122-370-111,73
347,4-6115-203-129,74
348,15-22271-742-57,74
349,18-27228-907-92,74
350,14-21406-713-80,74
351,14-21406-713-82,74
352,15-22832-761-13,74
353,15-22832-761-12,74
354,13-19264-642-24,75
355,13-19264-642-21,75
356,5-7551-251-109,75
357,14-21397-713-39,75
358,14-21397-713-38,75
359,15-22832-761-10,75
360,13-19264-642-23,76
361,2-3066-102-31,76
362,18-27228-907-93,76
363,15-22832-761-14,76
364,15-22271-742-56,77
365,14-21406-713-84,77
366,7-11122-370-112,77
367,7-11122-370-110,77
368,12-18039-601-46,78
369,13-19264-642-22,78
370,15-22271-742-59,78
371,2-3066-102-34,78
372,12-18039-601-47,79
373,13-19264-642-20,79
374,3-5632-187-110,79
375,14-21406-713-81,79
376,3-4959-165-47,80
377,3-5027-167-88,80
378,19-28654-955-20,80
379,12-17698-589-142,81
380,10-15282-509-60,81
381,10-15309-510-46,81
382,10-15402-513-60,81
383,10-15501-516-106,81
384,10-15282-509-62,82
385,10-15282-509-61,82
386,3-5027-167-85,82
387,0-749-24-145,82
388,10-15747-524-139,82
389,3-4959-165-48,83
390,10-15309-510-45,83
391,13-19204-640-20,83
392,8-13174-439-21,83
393,8-13174-439-24,83
394,8-13174-439-23,83
395,8-13174-439-20,83
396,17-25280-842-104,84
397,3-4959-165-45,84
398,10-15309-510-47,84
399,3-5027-167-89,84
400,17-25562-852-10,84
401,19-28654-955-23,84
402,19-28654-955-22,84
403,9-13914-463-123,85
404,3-5027-167-86,85
405,19-28654-955-21,85
406,10-15279-509-47,86
407,12-17698-589-140,86
408,10-15282-509-63,86
409,10-15402-513-61,86
410,10-15279-509-48,87
411,13-19204-640-21,87
412,10-15747-524-138,87
413,7-11122-370-113,87
414,12-17698-589-141,88
415,3-4959-165-49,88
416,9-13914-463-124,88
417,10-15309-510-48,88
418,10-15309-510-49,88
419,9-13914-463-122,88
420,19-28654-955-24,88
421,7-11122-370-114,88
422,10-15279-509-49,89
423,3-4959-165-46,89
424,8-13174-439-22,89
425,3-5027-167-87,89
426,10-15501-516-105,89
427,17-25562-852-12,89
428,17-25562-852-11,89
429,12-17886-596-30,90
430,8-12759-425-45,90
431,8-12759-425-46,90
432,15-22416-747-30,90
433,14-21982-732-112,90
434,14-21982-732-113,90
435,15-22878-762-92,90
436,15-22386-746-30,90
437,15-22386-746-34,90
438,4-6443-214-118,90
439,19-28744-958-23,90
440,10-14753-491-119,91
441,10-14753-491-118,91
442,15-22386-746-31,91
443,13-19874-662-73,91
444,6-9040-301-51,92
445,9-14030-467-101,92
446,15-22878-762-93,92
447,12-17886-596-33,93
448,8-12759-425-48,93
449,13-19874-662-72,93
450,15-22386-746-32,94
451,19-28744-958-20,94
452,12-17886-596-34,95
453,4-6443-214-115,95
454,12-17886-596-32,96
455,8-12759-425-47,96
456,6-9040-301-53,96
457,14-21982-732-110,96
458,13-19874-662-74,96
459,13-19874-662-71,96
460,15-22416-747-32,97
461,6-9040-301-50,97
462,14-21982-732-111,97
463,15-22878-762-94,97
464,15-22878-762-90,97
465,6-9040-301-52,98
466,15-22878-762-91,98
467,4-6443-214-119,98
468,4-6443-214-117,98
469,19-28744-958-22,98
470,1-1491-49-105,99
471,12-17886-596-31,99
472,15-22416-747-31,99
473,6-9040-301-54,99
474,14-21982-732-114,99
475,15-22386-746-33,99
476,4-6443-214-116,99
477,19-28744-958-21,99
478,10-15517-517-39,100
479,3-5605-186-125,100
480,15-22208-740-42,100
481,15-22208-740-43,100
482,15-22208-740-40,100
483,15-22208-740-41,100
484,11-17571-585-106,100
485,5-7811-260-57,100
486,7-10702-356-110,100
487,11-16585-552-127,101
488,11-16585-552-128,101
489,10-15517-517-36,101
490,17-25562-852-13,101
491,18-26745-891-77,101
492,9-13744-458-22,102
493,9-13744-458-20,102
494,9-13744-458-21,102
495,3-5605-186-128,102
496,17-25562-852-14,102
497,11-16788-559-90,102
498,9-14655-488-79,102
499,11-16788-559-94,103
500,18-26745-891-78,103
501,18-26745-891-79,103
502,11-16585-552-125,104
503,11-16585-552-129,104
504,10-15517-517-37,104
505,5-7811-260-56,104
506,5-7811-260-55,104
507,10-15517-517-38,105
508,9-13744-458-24,106
509,11-16585-552-126,106
510,3-5605-186-126,106
511,11-17571-585-105,106
512,13-19874-662-70,106
513,3-5605-186-127,107
514,15-22208-740-44,107
515,5-7811-260-58,107
516,5-7811-260-59,107
517,11-16788-559-91,107
518,18-26745-891-76,107
519,3-5605-186-129,108
520,15-22211-740-57,108
521,11-16788-559-93,108
522,18-26745-891-75,108
523,9-14655-488-78,108
524,9-13744-458-23,109
525,11-16788-559-92,109
526,2-3982-132-113,110
527,2-3982-132-114,110
528,1-2650-88-53,110
529,4-6911-230-58,110
530,1-2082-69-62,110
531,5-8119-270-98,110
532,4-7138-237-144,110
533,4-7138-237-143,110
534,4-7138-237-142,110
535,15-22211-740-55,111
536,6-9116-303-133,111
537,1-2082-69-63,112
538,6-9116-303-132,112
539,2-3708-123-94,112
540,9-14655-488-75,112
541,1-2650-88-51,113
542,1-2401-80-6,113
543,1-2401-80-9,113
544,11-16181-539-57,113
545,1-2082-69-64,113
546,2-3708-123-91,113
547,2-3708-123-92,113
548,4-7138-237-140,113
549,13-19786-659-84,113
550,13-20498-683-41,113
551,1-2650-88-52,114
552,1-2082-69-61,114
553,5-8119-270-99,114
554,9-14655-488-76,114
555,2-3708-123-90,115
556,2-3708-123-93,115
557,9-14655-488-77,115
558,13-20498-683-42,115
559,13-20498-683-40,115
560,1-2650-88-50,116
561,15-22211-740-56,116
562,6-9116-303-134,116
563,13-20498-683-43,116
564,1-2650-88-54,117
565,14-20965-698-125,118
566,1-2401-80-5,118
567,4-6911-230-56,118
568,4-6911-230-57,118
569,11-16181-539-56,118
570,11-16181-539-58,118
571,11-16181-539-59,118
572,4-7138-237-141,118
573,12-18404-613-71,118
574,4-6911-230-59,119
575,1-2082-69-60,119
576,1-2401-80-8,120
577,4-7079-235-148,120
578,5-7425-247-76,120
579,1-2083-69-67,120
580,13-19502-650-12,120
581,1-1733-57-115,120
582,2-3267-108-139,120
583,3-5115-170-78,121
584,3-5115-170-75,121
585,3-5115-170-79,121
586,1-2084-69-70,121
587,5-7425-247-77,121
588,7-11094-369-122,121
589,1-2083-69-69,121
590,8-12734-424-70,121
591,14-22078-735-142,121
592,13-19432-647-113,121
593,2-3267-108-138,121
594,1-2401-80-7,122
595,4-7079-235-145,122
596,7-11094-369-121,122
597,6-9116-303-130,122
598,13-19548-651-90,122
599,13-19432-647-112,122
600,1-1733-57-116,122
601,7-11094-369-124,123
602,8-12734-424-71,123
603,13-19548-651-91,123
604,12-18404-613-72,123
605,12-18404-613-74,123
606,5-7425-247-79,124
607,1-2083-69-66,124
608,5-7425-247-75,124
609,1-2083-69-65,124
610,13-19502-650-13,124
611,19-28123-937-69,124
612,1-1733-57-119,124
613,4-7079-235-149,125
614,3-5115-170-77,125
615,3-5115-170-76,125
616,13-19502-650-14,125
617,13-19548-651-93,125
618,14-22078-735-141,125
619,13-19548-651-92,125
620,13-19432-647-110,125
621,5-7425-247-78,126
622,7-11094-369-123,126
623,13-19502-650-10,126
624,13-19502-650-11,126
625,6-9116-303-131,126
626,8-12734-424-73,126
627,14-22078-735-140,126
628,4-7079-235-147,127
629,7-11094-369-120,127
630,8-12734-424-72,127
631,13-19548-651-94,127
632,1-2084-69-71,128
633,19-28123-937-66,128
634,19-28123-937-67,128
635,14-22078-735-143,128
636,12-18404-613-73,128
637,13-19432-647-114,128
638,1-1733-57-117,128
639,17-25349-844-148,128
640,4-7079-235-146,129
641,1-2083-69-68,129
642,19-28123-937-65,129
643,19-28123-937-68,129
644,13-19432-647-111,129
645,1-1733-57-118,129
646,17-25349-844-147,129
647,11-16644-554-124,130
648,2-3267-108-136,130
649,19-28446-948-32,130
650,8-11904-396-123,130
651,11-16416-547-31,131
652,3-4666-155-83,131
653,16-24702-823-61,131
654,16-24702-823-63,131
655,2-3267-108-137,131
656,8-11904-396-121,131
657,11-16416-547-34,132
658,18-27386-912-131,132
659,11-16644-554-122,132
660,8-11904-396-122,132
661,19-28446-948-30,132
662,19-28446-948-34,132
663,14-20965-698-127,133
664,18-27386-912-133,133
665,16-24702-823-64,133
666,8-11872-395-112,133
667,19-28446-948-33,133
668,19-28511-950-58,134
669,18-27386-912-134,134
670,16-24702-823-60,134
671,11-16644-554-123,134
672,19-28446-948-31,134
673,3-4666-155-82,135
674,14-21322-710-114,135
675,8-11872-395-110,135
676,11-16416-547-33,136
677,3-4666-155-84,136
678,8-11872-395-111,136
679,2-3267-108-135,136
680,11-16416-547-30,137
681,11-16416-547-32,137
682,19-28511-950-55,137
683,19-28511-950-56,137
684,19-28511-950-57,137
685,18-27386-912-132,137
686,16-24702-823-62,137
687,8-11872-395-114,137
688,8-11904-396-120,137
689,14-20965-698-126,138
690,14-20965-698-128,138
691,18-27386-912-130,138
692,8-11872-395-113,138
693,14-20965-698-129,139
694,17-25349-844-146,139
695,17-25349-844-145,139
696,18-27877-929-38,140
697,10-15104-503-74,140
698,7-10603-353-65,140
699,19-28581-952-107,140
700,19-28581-952-108,140
701,3-5487-182-139,141
702,12-18380-612-101,141
703,2-4438-147-143,141
704,9-13266-442-34,141
705,15-22952-765-14,142
706,12-18380-612-103,142
707,18-27877-929-37,142
708,18-27877-929-39,142
709,3-5487-182-138,143
710,3-5487-182-136,143
711,19-28423-947-67,143
712,12-18380-612-100,143
713,12-18380-612-102,143
714,7-10603-353-66,143
715,1-2264-75-72,143
716,9-13266-442-31,143
717,9-13266-442-33,143
718,3-5487-182-137,144
719,15-22952-765-13,144
720,2-4438-147-141,144
721,7-11359-378-96,144
722,19-28423-947-68,145
723,1-1674-55-123,145
724,12-18380-612-104,145
725,7-10603-353-68,145
726,2-4438-147-140,145
727,7-11359-378-99,145
728,18-26685-889-75,145
729,19-28581-952-106,145
730,19-28423-947-69,146
731,7-10603-353-67,146
732,1-2264-75-70,146
733,19-28581-952-105,146
734,19-28423-947-66,147
735,1-1674-55-124,147
736,18-27877-929-36,147
737,7-10603-353-69,147
738,2-4438-147-142,147
739,7-11359-378-97,147
740,3-5487-182-135,148
741,7-11359-378-98,148
742,7-11359-378-95,148
743,1-1674-55-120,149
744,18-27877-929-35,149
745,2-4438-147-144,149
746,9-13266-442-30,149
747,1-2264-75-71,149
748,9-13266-442-32,149
749,1-2264-75-74,149
750,1-2264-75-73,149
751,13-19504-650-20,150
752,18-27494-916-72,150
753,9-14242-474-113,150
754,4-6142-204-111,150
755,4-6139-204-96,151
756,4-6139-204-98,151
757,16-24863-828-115,151
758,16-24863-828-116,151
759,18-27415-913-125,151
760,18-27415-913-128,151
761,5-8509-283-97,151
762,5-8509-283-96,151
763,14-21002-700-14,151
764,5-7886-262-133,152
765,5-7886-262-132,152
766,4-6139-204-99,152
767,16-24863-828-117,152
768,18-27415-913-127,152
769,12-18397-613-35,152
770,12-18397-613-39,152
771,14-21002-700-10,152
772,19-28908-963-90,152
773,19-28908-963-92,152
774,4-6142-204-112,152
775,18-27415-913-129,153
776,12-18397-613-38,153
777,18-27494-916-71,153
778,8-12732-424-64,153
779,16-24863-828-118,154
780,5-7926-264-30,154
781,14-21002-700-12,154
782,9-14242-474-111,154
783,9-14242-474-112,154
784,18-27415-913-126,155
785,5-8509-283-99,155
786,5-8509-283-98,155
787,4-6142-204-113,155
788,5-7886-262-130,156
789,13-19504-650-21,156
790,13-19504-650-22,156
791,4-6139-204-97,156
792,12-18397-613-37,156
793,14-21002-700-11,156
794,1-1674-55-121,157
795,19-28511-950-59,157
796,5-7886-262-131,157
797,13-19504-650-23,157
798,4-6139-204-95,157
799,12-18397-613-36,157
800,18-27494-916-73,157
801,18-27494-916-70,157
802,19-28908-963-91,157
803,14-21871-729-9,157
804,14-21871-729-8,157
805,14-21871-729-7,157
806,1-1674-55-122,158
807,5-7886-262-134,158
808,16-24863-828-119,158
809,18-27494-916-74,158
810,9-14242-474-114,158
811,4-6142-204-110,158
812,4-6142-204-114,158
813,5-8509-283-95,159
814,14-21002-700-13,159
815,4-6784-226-21,160
816,19-28908-963-93,160
817,15-23458-781-141,160
818,11-17586-586-33,160
819,11-17586-586-34,160
820,15-22581-752-106,160
821,9-13954-465-20,161
822,11-16488-549-93,161
823,17-25346-844-133,162
824,4-6784-226-24,162
825,12-17978-599-43,162
826,18-27672-922-64,162
827,15-23458-781-143,162
828,15-23458-781-142,162
829,15-22581-752-105,162
830,4-6784-226-23,163
831,11-17586-586-31,163
832,11-17586-586-32,163
833,11-16488-549-94,163
834,11-16488-549-92,163
835,17-25346-844-134,164
836,9-13954-465-21,164
837,18-26627-887-88,164
838,12-17978-599-42,164
839,18-27672-922-60,164
840,11-17554-585-22,164
841,2-3332-111-14,165
842,9-13954-465-23,165
843,9-13954-465-22,165
844,4-6784-226-22,165
845,4-6784-226-20,165
846,11-17554-585-21,165
847,17-26276-875-133,165
848,15-22581-752-107,165
849,18-27672-922-62,166
850,18-27672-922-61,166
851,18-26627-887-89,167
852,18-26627-887-87,167
853,12-17978-599-41,167
854,12-17978-599-40,167
855,18-27672-922-63,167
856,17-25716-857-32,167
857,16-24002-800-13,168
858,9-13954-465-24,168
859,12-17978-599-44,168
860,17-25716-857-34,168
861,15-23458-781-140,168
862,15-23458-781-144,168
863,17-26276-875-132,168
864,16-24002-800-14,169
865,17-25346-844-132,169
866,19-28908-963-94,169
867,11-17554-585-20,169
868,17-25716-857-33,169
869,12-18009-600-48,170
870,17-25181-839-55,170
871,2-3766-125-84,170
872,18-27356-911-133,170
873,18-27356-911-132,170
874,18-27356-911-134,170
875,6-9765-325-78,170
876,18-27383-912-117,171
877,12-18009-600-45,171
878,2-3766-125-82,171
879,11-17591-586-56,171
880,12-18009-600-46,172
881,11-17591-586-58,172
882,19-28328-944-43,172
883,18-27383-912-116,173
884,19-28328-944-42,173
885,19-28328-944-44,173
886,13-20043-668-15,173
887,16-24024-800-122,173
888,15-23235-774-79,174
889,15-23235-774-76,174
890,2-4005-133-79,174
891,16-24024-800-124,174
892,15-23235-774-75,175
893,2-4005-133-77,175
894,16-24024-800-120,175
895,12-18009-600-47,176
896,7-10948-364-141,176
897,18-27383-912-118,177
898,19-28328-944-40,177
899,16-24024-800-123,177
900,2-3766-125-83,178
901,11-17591-586-55,178
902,11-17591-586-57,178
903,11-17591-586-59,178
904,2-4005-133-78,178
905,2-4005-133-76,178
906,11-16488-549-91,178
907,18-27383-912-119,179
908,12-18009-600-49,179
909,15-23235-774-77,179
910,15-23235-774-78,179
911,2-4005-133-75,179
912,7-10948-364-140,179
913,19-28328-944-41,179
914,11-16488-549-90,179
915,16-24024-800-121,179
916,13-19551-651-106,180
917,5-7856-261-134,180
918,18-27016-900-84,180
919,1-2902-96-114,180
920,13-19551-651-105,181
921,0-1388-46-42,181
922,14-21650-721-100,181
923,19-28536-951-32,181
924,19-28536-951-31,181
925,6-10176-339-31,181
926,4-6758-225-44,181
927,4-6758-225-43,181
928,15-22684-756-22,181
929,13-19551-651-108,182
930,13-19551-651-109,182
931,1-2779-92-99,182
932,8-13176-439-34,182
933,18-27016-900-83,182
934,6-9765-325-77,182
935,6-10176-339-32,182
936,1-2902-96-113,182
937,9-14245-474-125,182
938,13-19261-642-9,183
939,8-13176-439-33,183
940,18-27356-911-131,183
941,14-21650-721-102,183
942,18-27016-900-82,183
943,6-10176-339-30,183
944,9-14245-474-129,183
945,9-14245-474-126,183
946,4-6758-225-41,183
947,1-2779-92-98,184
948,0-1388-46-40,184
949,19-28536-951-34,184
950,1-2902-96-111,184
951,1-1727-57-89,185
952,1-1727-57-88,185
953,1-1727-57-86,185
954,9-14245-474-127,185
955,13-19551-651-107,186
956,8-13176-439-30,186
957,8-13176-439-31,186
958,8-13176-439-32,186
959,0-1388-46-44,186
960,19-28536-951-33,186
961,8-12286-409-80,186
962,1-2902-96-112,186
963,9-14245-474-128,186
964,4-6758-225-40,186
965,5-7856-261-132,187
966,6-10176-339-34,187
967,8-12286-409-81,187
968,4-6758-225-42,187
969,15-22684-756-24,187
970,13-19261-642-8,188
971,14-21650-721-104,188
972,14-21650-721-103,188
973,14-21650-721-101,188
974,6-10176-339-33,188
975,1-2902-96-110,188
976,5-7856-261-133,189
977,5-7856-261-131,189
978,0-1388-46-41,189
979,0-1388-46-43,189
980,1-1727-57-87,189
981,1-1727-57-85,189
982,18-27356-911-130,189
983,15-22684-756-21,189
984,5-7678-255-140,190
985,3-5272-175-113,190
986,5-7678-255-142,191
987,11-16174-539-21,191
988,6-10123-337-69,191
989,3-5272-175-110,191
990,6-9896-329-134,192
991,6-9896-329-130,192
992,6-9896-329-131,192
993,5-7678-255-143,192
994,6-10123-337-68,192
995,2-3812-127-13,192
996,5-7538-251-41,192
997,10-15307-510-39,193
998,0-947-31-88,193
999,10-16024-534-22,193
1000,11-16174-539-22,193
1001,11-16174-539-20,193
1002,11-16174-539-24,193
1003,0-947-31-89,194
1004,5-7678-255-144,194
1005,6-10133-337-116,194
1006,11-16174-539-23,194
1007,3-5272-175-114,194
1008,0-947-31-87,195
1009,5-7678-255-141,195
1010,15-22876-762-80,195
1011,6-10133-337-115,195
1012,15-22384-746-21,195
1013,15-22384-746-20,195
1014,10-16024-534-20,195
1015,10-16024-534-23,195
1016,10-16024-534-21,195
1017,5-7538-251-40,195
1018,3-5272-175-112,195
1019,0-947-31-86,196
1020,15-22876-762-84,196
1021,6-10133-337-117,196
1022,15-22384-746-24,196
1023,15-22384-746-23,196
1024,15-22684-756-23,196
1025,15-22684-756-20,196
1026,2-3812-127-12,196
1027,2-3812-127-14,196
1028,3-5272-175-111,196
1029,15-22876-762-81,197
1030,15-22876-762-82,197
1031,10-16024-534-24,197
1032,6-10123-337-65,197
1033,6-10123-337-67,197
1034,13-20013-667-19,197
1035,6-9896-329-132,198
1036,15-22876-762-83,198
1037,15-22384-746-22,198
1038,6-10123-337-66,198
1039,6-9896-329-133,199
1040,6-10133-337-118,199
1041,16-24873-829-17,200
1042,3-5378-179-40,200
1043,14-20957-698-85,200
1044,7-11183-372-116,200
1045,0-1344-44-124,201
1046,8-12297-409-138,201
1047,16-24106-803-82,201
1048,13-20528-684-41,201
1049,13-20528-684-43,201
1050,13-20528-684-42,201
1051,3-5378-179-43,202
1052,8-12297-409-139,202
1053,8-12297-409-137,202
1054,16-24106-803-81,202
1055,7-11183-372-117,202
1056,6-10301-343-55,203
1057,5-7496-249-130,203
1058,16-24873-829-19,203
1059,6-10133-337-119,203
1060,0-1344-44-123,203
1061,18-27418-913-140,203
1062,18-26743-891-69,203
1063,13-20528-684-40,203
1064,13-20528-684-44,203
1065,7-11183-372-118,203
1066,5-7496-249-134,204
1067,6-10301-343-57,204
1068,5-7496-249-132,204
