Time,Disk-1,Disk-2,Disk-3,Disk-4,Disk-5,Disk-6,Disk-7,Disk-8,Disk-9,Disk-10,Disk-11,Disk-12,Disk-13,Disk-14,Disk-15,Disk-16,Disk-17,Disk-18,Disk-19,Disk-20,Total
2307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2309,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2318,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2319,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2320,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2321,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2322,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2323,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2324,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2325,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2326,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2327,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2329,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2330,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2331,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2332,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2334,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2335,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2337,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2338,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2339,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2340,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2341,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2342,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2343,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2344,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2345,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2346,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2347,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2348,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2349,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2350,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2352,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2354,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2355,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2356,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2357,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2368,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2369,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2370,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2371,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2372,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2373,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2374,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2375,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2376,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2380,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2385,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2386,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2387,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2388,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2389,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2390,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2391,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
2392,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2393,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2394,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2395,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2396,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2397,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2398,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2399,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2400,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2401,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2402,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2403,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2404,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2405,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2406,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2407,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2420,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2432,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2436,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2440,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2441,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2450,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2460,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2463,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2466,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2468,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2469,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2470,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2502,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3
2503,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2504,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2505,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2506,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2507,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2508,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2509,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2510,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2511,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2512,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2513,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2514,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2515,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2516,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2517,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2518,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2519,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2520,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2521,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5
2522,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5
2523,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6
2524,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6
2525,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6
2526,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6
2527,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6
2528,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6
2529,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2530,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2531,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2532,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2533,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2534,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2535,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2536,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2537,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2538,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2539,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2540,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,7
2541,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,6
2542,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
2543,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2544,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2545,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2546,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2547,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2548,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2549,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2550,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2551,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2552,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2553,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2554,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2555,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2556,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2557,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2558,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2559,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2560,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
2561,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2562,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2563,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2564,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2565,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2566,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2567,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2568,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2569,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2570,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2571,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2572,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2573,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2574,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2575,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2576,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2577,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2578,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2579,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2580,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2581,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2582,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2583,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2584,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2585,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2586,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2587,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2588,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2589,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2590,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2591,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
2592,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
2593,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
2594,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
2595,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
2596,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
2597,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
2598,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
2599,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
2600,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
2601,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
2602,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
2603,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2604,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2605,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2606,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2607,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2608,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2609,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2610,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2611,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2612,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2613,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2614,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
