Request NO.,RequestFileName,GenerateTime
227,14-21210-707-3,130
228,4-6155-205-27,131
229,4-6155-205-29,131
230,11-17027-567-87,132
231,11-17027-567-86,132
232,15-23439-781-45,133
233,4-6155-205-28,134
234,14-20690-689-100,134
235,14-20690-689-101,134
236,15-23439-781-48,134
237,15-23439-781-47,134
238,12-18063-602-19,134
239,4-6155-205-25,135
240,14-20690-689-102,135
241,14-20690-689-103,135
242,15-23439-781-49,135
243,14-21210-707-2,136
244,4-6155-205-26,138
245,15-23439-781-46,139
246,14-20793-693-17,140
247,16-23865-795-79,140
248,11-17027-567-88,141
249,14-20793-693-16,141
250,2-4339-144-96,141
251,16-24041-801-59,142
252,2-4339-144-99,144
253,14-21875-729-26,144
254,16-24041-801-56,146
255,16-24041-801-55,146
256,14-21210-707-4,146
257,2-4339-144-97,146
258,16-24041-801-57,147
259,14-20793-693-15,147
260,2-4339-144-95,147
261,14-21875-729-25,147
262,14-20793-693-19,148
263,16-24041-801-58,149
264,2-4339-144-98,149
265,14-21875-729-27,149
266,0-1024-34-24,151
267,16-23556-785-33,152
268,14-20687-689-89,152
269,14-20687-689-85,152
270,0-1024-34-22,153
271,14-20687-689-86,153
272,16-23556-785-32,154
273,16-23556-785-31,155
274,14-20687-689-88,155
275,16-23556-785-30,156
276,14-20687-689-87,158
277,14-20793-693-18,159
278,0-1024-34-21,159
279,18-27525-917-75,160
280,13-19136-637-130,161
281,18-27525-917-76,161
282,0-592-19-111,161
283,0-592-19-110,161
284,13-19136-637-133,162
285,0-592-19-114,162
286,0-1024-34-20,165
287,13-19136-637-132,165
288,13-19136-637-134,166
289,0-592-19-112,166
290,13-19136-637-131,167
291,18-26734-891-22,168
292,0-592-19-113,168
293,18-26734-891-23,169
294,0-1024-34-23,169
295,16-23556-785-34,169
296,4-6185-206-25,170
297,6-10117-337-36,170
298,3-4805-160-29,170
299,4-6185-206-27,172
300,4-6185-206-29,172
301,7-10815-360-77,173
302,18-26734-891-21,175
303,4-6185-206-28,175
304,4-6185-206-26,175
305,7-10815-360-78,175
306,6-10117-337-35,175
307,6-10117-337-39,177
308,10-14845-494-129,177
309,6-10117-337-38,178
310,3-4805-160-26,178
311,6-10117-337-37,179
312,3-4805-160-27,179
313,7-10815-360-76,180
314,8-12672-422-62,181
315,8-12672-422-64,181
316,17-26140-871-52,181
317,17-26140-871-51,181
318,17-26140-871-53,181
319,8-12672-422-63,184
320,3-4805-160-28,185
321,17-26140-871-50,185
322,7-10721-357-56,187
323,7-10815-360-75,188
324,3-4805-160-25,188
325,17-26140-871-54,188
326,7-10815-360-79,189
327,7-10721-357-58,189
328,7-10721-357-57,189
329,12-18724-624-24,190
330,14-20865-695-77,191
331,3-5899-196-96,192
332,12-18724-624-21,193
333,3-5899-196-98,194
334,18-27591-919-105,194
335,12-18146-604-133,195
336,14-20865-695-76,195
337,12-18146-604-134,196
338,7-10721-357-59,196
339,14-20865-695-79,196
340,3-5899-196-95,196
341,3-5899-196-97,196
342,14-20865-695-78,197
343,7-10721-357-55,198
344,3-5899-196-99,198
345,12-18146-604-132,199
346,12-18724-624-20,199
347,12-18724-624-23,199
348,12-18724-624-22,199
349,4-6583-219-69,200
350,10-15575-519-25,200
351,11-17476-582-81,200
352,12-18146-604-131,201
353,11-17476-582-80,201
354,11-17476-582-82,202
355,17-26255-875-28,202
356,4-6583-219-68,203
357,11-17476-582-84,203
358,4-6583-219-67,206
359,11-17476-582-83,206
360,4-6583-219-65,207
361,12-18146-604-130,208
362,17-26255-875-27,208
363,4-6583-219-66,209
364,17-26255-875-29,209
365,11-17636-587-130,210
366,17-26255-875-25,211
367,7-11083-369-68,211
368,7-11083-369-69,211
369,9-13584-452-124,212
370,16-24246-808-32,212
371,11-17636-587-134,213
372,11-17636-587-133,213
373,7-11083-369-67,213
374,16-24246-808-34,213
375,16-24246-808-31,213
376,16-24246-808-33,214
377,16-24246-808-30,214
378,9-13584-452-123,216
379,17-26255-875-26,216
380,11-17636-587-132,217
381,11-17636-587-131,219
382,17-25523-850-119,219
383,13-19639-654-99,219
384,16-23716-790-84,220
385,16-23716-790-82,220
386,10-15199-506-98,221
387,9-13584-452-121,221
388,2-3511-117-8,222
389,16-23716-790-81,222
390,10-15199-506-95,223
391,9-13584-452-120,223
392,2-3511-117-6,223
393,10-15199-506-96,224
394,10-15199-506-97,224
395,10-15575-519-29,224
396,2-3511-117-7,224
397,10-15575-519-27,225
398,10-15575-519-26,226
399,16-23716-790-83,226
400,9-13584-452-122,228
401,10-15575-519-28,228
402,2-3511-117-9,229
403,16-23716-790-80,229
404,9-14232-474-61,230
405,10-15199-506-99,231
406,9-14232-474-63,231
407,8-11856-395-34,231
408,8-11856-395-33,231
409,3-5666-188-130,232
410,3-5666-188-133,232
411,3-5666-188-131,233
412,2-3511-117-5,233
413,9-14232-474-62,233
414,0-704-23-74,234
415,3-5666-188-134,234
416,8-11856-395-30,234
417,8-11856-395-32,234
418,15-22253-741-119,238
419,15-22253-741-118,238
420,9-14232-474-64,238
421,8-11856-395-31,238
422,3-5666-188-132,239
423,9-14232-474-60,239
424,12-18034-601-24,241
425,14-21473-715-115,242
426,12-18034-601-22,245
427,14-21473-715-117,246
428,19-28693-956-65,246
429,14-21473-715-116,247
430,12-18034-601-23,248
431,12-18034-601-21,248
432,12-18034-601-20,248
433,6-8973-299-15,250
434,3-4489-149-96,250
435,9-14318-477-43,250
436,14-20657-688-85,251
437,9-14318-477-40,251
438,6-8973-299-16,253
439,3-4489-149-97,253
440,8-12599-419-145,253
441,3-4489-149-95,254
442,6-8973-299-18,255
443,9-14318-477-41,255
444,9-14318-477-44,255
445,6-8973-299-19,256
446,9-14318-477-42,256
447,6-8973-299-17,257
448,0-705-23-76,260
449,14-21473-715-119,260
450,17-25524-850-124,261
451,6-9637-321-39,261
452,6-9637-321-38,262
453,6-9637-321-35,263
454,6-9637-321-37,263
455,0-705-23-75,264
456,0-705-23-77,265
457,17-25524-850-121,265
458,14-21473-715-118,267
459,17-25524-850-123,268
460,0-705-23-78,269
461,6-9637-321-36,269
462,17-25524-850-122,270
463,16-23830-794-50,271
464,13-19888-662-140,272
465,13-19888-662-143,273
466,13-19888-662-142,274
467,16-23830-794-54,274
468,4-6582-219-64,275
469,13-19888-662-141,276
470,16-23830-794-51,276
471,17-25524-850-120,277
472,4-6582-219-60,277
473,4-6582-219-62,277
474,4-6582-219-61,278
475,16-23830-794-53,278
476,16-23830-794-52,279
477,13-19888-662-144,280
478,0-305-10-28,280
479,5-8703-290-19,280
480,0-305-10-29,281
481,0-305-10-26,281
482,13-20331-677-105,281
483,5-8703-290-18,281
484,12-18147-604-136,282
485,13-20331-677-107,282
486,0-305-10-27,283
487,13-20331-677-106,283
488,12-18147-604-135,285
489,12-18147-604-138,285
490,4-6582-219-63,286
491,12-18147-604-137,286
492,15-23438-781-40,287
493,5-8703-290-16,287
494,12-18147-604-139,289
495,5-8703-290-17,289
496,15-23438-781-42,290
497,7-10487-349-85,290
498,19-29022-967-62,291
499,7-10487-349-86,292
500,7-10487-349-89,292
501,7-10487-349-88,292
502,15-23438-781-43,293
503,15-23438-781-44,293
504,19-29022-967-63,293
505,7-10447-348-36,293
506,7-10487-349-87,295
507,7-10447-348-35,295
508,7-10447-348-39,295
509,19-29022-967-61,296
510,19-29022-967-60,297
511,19-29022-967-64,298
512,7-10447-348-38,298
513,15-23438-781-41,299
514,15-23303-776-119,299
515,7-10447-348-37,299
516,3-5675-189-26,300
517,13-20467-682-36,301
518,3-5675-189-27,301
519,3-5675-189-28,301
520,0-305-10-25,302
521,3-5675-189-25,302
522,9-13726-457-84,303
523,13-20467-682-38,305
524,0-1023-34-19,306
525,0-1023-34-18,306
526,13-20467-682-37,307
527,13-20467-682-39,307
528,13-20467-682-35,309
529,3-5675-189-29,309
530,9-13726-457-80,309
531,2-3917-130-88,310
532,0-548-18-44,310
533,0-548-18-41,310
534,2-4341-144-107,311
535,2-4341-144-106,311
536,13-19532-651-10,311
537,0-1023-34-16,311
538,0-1023-34-17,312
539,0-548-18-43,313
540,0-548-18-42,313
541,0-1023-34-15,314
542,2-4341-144-108,316
543,2-4341-144-105,316
544,2-3917-130-89,316
545,9-13726-457-82,316
546,2-3917-130-87,317
547,13-19532-651-11,318
548,0-548-18-40,318
549,9-13726-457-81,318
550,9-13726-457-83,319
551,16-23717-790-86,320
552,8-12598-419-144,320
553,13-19532-651-13,320
554,10-14846-494-134,321
555,2-4341-144-109,323
556,10-14846-494-133,323
557,8-12598-419-142,324
558,10-14846-494-130,324
559,10-14846-494-131,326
560,10-14846-494-132,327
561,16-23717-790-85,328
562,13-19532-651-14,328
563,8-12598-419-143,329
564,8-12598-419-140,329
565,8-12598-419-141,329
566,13-19532-651-12,329
567,9-13854-461-122,330
568,13-20165-672-28,330
569,9-13854-461-120,332
570,16-24201-806-107,332
571,16-24201-806-106,332
572,13-20165-672-25,332
573,13-20165-672-26,334
574,14-21251-708-55,334
575,9-13854-461-123,335
576,13-20165-672-27,335
577,9-13854-461-121,336
578,13-20165-672-29,336
579,14-21251-708-56,336
580,16-24201-806-105,338
581,16-24201-806-109,339
582,16-24201-806-108,339
583,11-16543-551-69,340
584,6-10191-339-105,340
585,11-16543-551-65,340
586,9-14061-468-105,340
587,0-749-24-148,342
588,0-749-24-147,342
589,6-10191-339-109,342
590,6-10191-339-108,342
591,11-16543-551-68,343
592,11-16543-551-67,345
593,17-26433-881-19,345
594,6-10191-339-106,346
595,9-14061-468-108,346
596,11-16543-551-66,348
597,6-10191-339-107,349
598,9-14061-468-106,349
599,9-14061-468-109,349
600,9-14061-468-107,349
601,19-28458-948-94,350
602,17-26433-881-16,350
603,14-21737-724-88,350
604,0-749-24-146,351
605,0-749-24-145,351
606,8-11916-397-30,351
607,17-26433-881-17,351
608,19-28458-948-92,352
609,14-21737-724-86,352
610,17-26433-881-18,354
611,14-21737-724-87,354
612,14-21737-724-85,354
613,17-25895-863-28,354
614,8-11916-397-31,355
615,17-25895-863-27,355
616,17-26433-881-15,356
617,14-21737-724-89,356
618,19-28458-948-93,358
619,19-28458-948-90,358
620,19-28458-948-91,359
621,2-2956-98-80,361
622,8-12336-411-32,362
623,0-547-18-38,362
624,15-23194-773-24,363
625,2-2956-98-81,365
626,0-547-18-39,365
627,0-547-18-37,366
628,15-23107-770-37,367
629,12-18341-611-58,368
630,8-12336-411-30,368
631,8-12336-411-31,368
632,12-18341-611-57,369
633,12-18341-611-59,369
634,15-22663-755-69,371
635,0-547-18-35,372
636,15-23107-770-38,373
637,13-19405-646-128,373
638,13-19405-646-127,375
639,13-19611-653-109,375
640,13-19611-653-106,375
641,13-19611-653-108,377
642,13-19611-653-105,377
643,15-23107-770-39,378
644,13-19405-646-129,378
645,13-19405-646-125,378
646,13-19405-646-126,378
647,0-547-18-36,378
648,13-19611-653-107,378
649,11-17291-576-58,380
650,11-17291-576-57,380
651,5-8113-270-69,381
652,5-8113-270-67,382
653,4-6184-206-24,382
654,15-22663-755-66,382
655,11-17291-576-59,383
656,4-6184-206-23,383
657,1-2115-70-76,384
658,5-8113-270-66,384
659,15-22663-755-67,384
660,11-17291-576-56,386
661,1-2115-70-75,386
662,4-6184-206-22,386
663,15-22663-755-65,386
664,5-8113-270-68,387
665,15-22663-755-68,387
666,4-6184-206-21,389
667,1-2115-70-78,390
668,11-17167-572-38,390
669,1-2115-70-79,391
670,2-3542-118-14,391
671,11-17167-572-36,391
672,9-14030-467-101,392
673,2-3542-118-12,392
674,11-17291-576-55,394
675,11-17167-572-35,394
676,11-17167-572-37,394
677,1-2115-70-77,395
678,9-14030-467-100,395
679,9-14030-467-103,396
680,15-23107-770-35,396
681,2-3542-118-13,397
682,9-14030-467-104,397
683,11-17167-572-39,397
684,9-14030-467-102,399
685,15-23107-770-36,399
686,5-8113-270-65,399
687,17-25895-863-25,400
688,7-11321-377-57,400
689,7-11321-377-56,401
690,6-9881-329-56,402
691,7-11321-377-55,402
692,7-11321-377-58,403
693,6-9881-329-55,404
694,17-25895-863-26,404
695,7-11321-377-59,405
696,2-3542-118-10,406
697,2-3542-118-11,407
698,6-9881-329-57,407
699,6-9881-329-59,408
700,6-9881-329-58,409
701,1-2921-97-59,409
702,7-11084-369-71,410
703,11-16788-559-90,411
704,11-16788-559-93,411
705,19-29423-980-117,411
706,19-29423-980-116,412
707,8-12946-431-84,412
708,8-12946-431-82,413
709,11-16788-559-92,414
710,11-16788-559-91,414
711,7-11084-369-70,414
712,7-11084-369-72,414
713,8-12946-431-83,415
714,7-11084-369-74,416
715,7-11084-369-73,417
716,8-12946-431-80,417
717,11-16788-559-94,418
718,8-12946-431-81,418
719,17-25539-851-45,421
720,19-29423-980-119,423
721,19-29423-980-118,424
722,4-5910-197-3,424
723,17-25539-851-47,424
724,17-25539-851-49,425
725,15-23326-777-80,425
726,17-25539-851-48,426
727,17-25539-851-46,427
728,19-29423-980-115,429
729,11-17475-582-76,430
730,3-5665-188-129,431
731,3-5665-188-126,432
732,1-2925-97-76,433
733,4-5910-197-0,433
734,13-20141-671-55,433
735,4-5910-197-1,434
736,1-2925-97-75,435
737,1-2925-97-77,435
738,1-2925-97-78,435
739,1-2925-97-79,435
740,3-5665-188-127,435
741,4-5910-197-4,436
742,11-17475-582-79,436
743,3-5665-188-128,437
744,11-17475-582-75,438
745,3-5665-188-125,438
746,4-5910-197-2,439
747,11-17475-582-78,439
748,11-17475-582-77,439
749,5-8806-293-83,441
750,2-4419-147-45,441
751,13-20141-671-57,442
752,5-8806-293-84,444
753,5-8806-293-81,444
754,13-20141-671-59,444
755,2-4419-147-46,444
756,5-8806-293-80,445
757,13-20141-671-56,445
758,13-20141-671-58,446
759,2-4419-147-49,446
760,2-4419-147-48,446
761,2-4419-147-47,446
762,5-8806-293-82,447
763,9-14233-474-65,450
764,9-14233-474-69,450
765,12-18033-601-19,450
766,0-304-10-23,450
767,0-304-10-20,450
768,0-304-10-21,450
769,18-27405-913-77,451
770,18-27405-913-79,451
771,0-304-10-22,452
772,0-304-10-24,453
773,9-14317-477-39,454
774,18-27405-913-78,454
775,9-14233-474-66,456
776,9-14233-474-67,456
777,18-27405-913-76,456
778,14-21474-715-120,457
779,14-21474-715-121,457
780,18-27405-913-75,457
781,9-14233-474-68,458
782,4-6535-217-128,461
783,16-23557-785-35,461
784,14-21474-715-123,462
785,16-23557-785-38,462
786,6-8974-299-22,463
787,6-8974-299-24,463
788,6-8974-299-23,464
789,4-6535-217-129,466
790,4-6535-217-127,466
791,6-8974-299-21,467
792,14-21474-715-122,467
793,16-23557-785-36,467
794,16-23557-785-37,467
795,16-23557-785-39,468
796,10-15198-506-93,468
797,6-8974-299-20,469
798,6-9638-321-40,471
799,6-9638-321-41,471
800,6-9638-321-43,472
801,3-4488-149-90,472
802,3-4488-149-93,472
803,10-15198-506-94,472
804,3-4488-149-94,474
805,6-9638-321-42,476
806,3-4488-149-92,476
807,3-4488-149-91,476
808,6-9638-321-44,479
809,4-6154-205-20,480
810,7-11044-368-21,481
811,13-19612-653-112,482
812,14-20688-689-90,482
813,4-6154-205-24,484
814,4-6154-205-21,484
815,14-20688-689-93,484
816,13-19612-653-111,485
817,16-24202-806-111,485
818,7-11044-368-22,485
819,13-19612-653-113,486
820,16-24202-806-110,486
821,7-11044-368-20,486
822,14-20688-689-92,486
823,14-20688-689-91,486
824,13-19612-653-110,487
825,13-19612-653-114,489
826,4-6154-205-23,489
827,4-6154-205-22,489
828,14-20688-689-94,489
829,7-10947-364-136,490
830,7-10947-364-137,490
831,13-20023-667-67,490
832,13-20023-667-68,490
833,18-27065-902-28,490
834,17-25665-855-77,491
835,17-25665-855-78,491
836,17-25665-855-76,492
837,18-27379-912-98,493
838,13-20023-667-69,493
839,17-25665-855-75,493
840,17-25665-855-79,493
841,13-20023-667-65,494
842,13-20023-667-66,494
843,7-10947-364-135,496
844,18-27065-902-29,497
845,18-27379-912-97,499
846,4-7014-233-123,500
847,7-10947-364-138,501
848,18-27379-912-96,501
849,4-7014-233-120,502
850,16-24042-801-61,503
851,16-24042-801-63,503
852,16-24042-801-64,503
853,18-27379-912-95,503
854,18-27065-902-27,503
855,4-7014-233-122,504
856,16-24202-806-114,505
857,16-24042-801-62,506
858,16-24202-806-113,507
859,7-10947-364-139,508
860,16-24042-801-60,509
861,16-24202-806-112,509
862,19-28006-933-84,509
863,4-7014-233-121,509
864,16-24267-808-135,510
865,18-27065-902-25,512
866,16-24267-808-137,513
867,16-24267-808-138,513
868,19-28006-933-83,513
869,19-28006-933-82,513
870,19-28006-933-81,513
871,13-20330-677-102,514
872,13-20330-677-101,514
873,13-20330-677-100,515
874,4-7014-233-124,516
875,19-28006-933-80,517
876,18-27065-902-26,517
877,16-24267-808-139,518
878,13-20330-677-103,519
879,6-10118-337-43,520
880,7-10816-360-84,520
881,13-20330-677-104,520
882,6-10118-337-41,521
883,6-10118-337-42,521
884,7-10816-360-83,521
885,1-1718-57-41,521
886,9-14673-489-18,522
887,9-14673-489-19,523
888,9-14673-489-15,523
889,9-13850-461-103,524
890,1-1718-57-40,524
891,9-13850-461-104,525
892,1-1718-57-44,525
893,1-1718-57-43,525
894,16-24267-808-136,526
895,1-1718-57-42,526
896,6-10118-337-40,528
897,9-14673-489-16,528
898,9-14673-489-17,529
899,13-19889-662-146,530
900,13-19137-637-138,531
901,9-13583-452-118,532
902,2-3822-127-62,532
903,13-19137-637-137,534
904,13-19889-662-145,534
905,2-3822-127-64,534
906,2-3822-127-63,534
907,1-1719-57-45,535
908,13-19137-637-136,536
909,6-10118-337-44,537
910,13-19137-637-135,539
911,13-19137-637-139,539
912,9-13583-452-119,539
913,1-1719-57-47,539
914,7-10816-360-81,541
915,17-26141-871-58,541
916,17-26141-871-59,541
917,14-20866-695-84,542
918,17-26141-871-57,542
919,7-10816-360-80,543
920,1-1719-57-49,543
921,4-6619-220-99,543
922,17-26141-871-56,544
923,14-20866-695-83,545
924,1-1719-57-46,545
925,1-1719-57-48,545
926,4-6619-220-95,545
927,14-20866-695-81,547
928,14-20866-695-80,547
929,17-26141-871-55,547
930,4-6619-220-97,547
931,4-6619-220-96,547
932,7-10816-360-82,549
933,14-20866-695-82,549
934,4-6619-220-98,550
935,9-14627-487-89,551
936,9-14627-487-88,552
937,17-26434-881-23,552
938,17-26434-881-21,553
939,17-26434-881-22,554
940,1-2891-96-56,557
941,17-26434-881-24,557
942,1-2891-96-57,558
943,17-26434-881-20,559
944,16-24523-817-67,561
945,11-17635-587-125,562
946,15-23195-773-25,563
947,16-24523-817-68,563
948,14-20656-688-84,563
949,15-23195-773-26,564
950,11-17635-587-128,566
951,14-20656-688-83,566
952,11-17635-587-129,567
953,15-23195-773-29,569
954,15-23195-773-28,569
955,15-23195-773-27,569
956,16-24523-817-66,569
957,11-17635-587-127,569
958,8-11915-397-27,573
959,11-17635-587-126,574
960,16-24523-817-65,574
961,8-11915-397-26,575
962,14-20656-688-81,576
963,8-11915-397-25,577
964,8-11915-397-29,578
965,8-11915-397-28,579
966,14-20656-688-80,579
967,14-20656-688-82,579
968,1-2891-96-58,580
969,17-26256-875-30,580
970,14-21211-707-8,580
971,8-12674-422-73,581
972,18-26682-889-62,582
973,14-21211-707-7,582
974,14-21211-707-5,582
975,1-2891-96-59,583
976,8-12674-422-70,583
977,17-26256-875-31,583
978,12-18850-628-54,584
979,8-12674-422-71,585
980,12-18850-628-52,586
981,14-21211-707-9,586
982,12-18850-628-50,587
983,12-18850-628-53,588
984,8-12674-422-74,588
985,3-5897-196-88,588
986,3-5897-196-89,588
987,3-5897-196-87,589
988,18-26685-889-76,590
989,18-26685-889-78,590
990,8-12674-422-72,591
991,18-26685-889-79,592
992,17-26253-875-16,592
993,18-26685-889-75,593
994,18-26685-889-77,593
995,12-18850-628-51,594
996,17-26253-875-17,597
997,18-26682-889-63,599
998,18-26682-889-64,599
999,14-21211-707-6,599
1000,2-3979-132-99,600
1001,2-3979-132-96,601
1002,14-21701-723-57,601
1003,17-26253-875-15,602
1004,2-3979-132-98,602
1005,3-5546-184-130,602
1006,10-15830-527-101,602
1007,3-5546-184-132,603
1008,17-26253-875-19,604
1009,10-15830-527-100,604
1010,2-3979-132-95,605
1011,14-21701-723-59,605
1012,2-3979-132-97,606
1013,14-21701-723-56,606
1014,10-15830-527-104,606
1015,10-15830-527-102,607
1016,14-21701-723-58,608
1017,17-26253-875-18,609
1018,3-5546-184-131,609
1019,10-15830-527-103,609
1020,7-11385-379-75,611
1021,3-5549-184-145,613
1022,3-5676-189-30,613
1023,11-17028-567-93,614
1024,3-5546-184-133,614
1025,11-17028-567-90,615
1026,11-17028-567-91,616
1027,3-5549-184-147,616
1028,3-5549-184-146,616
1029,3-5546-184-134,616
1030,14-21701-723-55,616
1031,11-17028-567-92,617
1032,3-5676-189-31,618
1033,11-17028-567-94,619
1034,15-22748-758-44,619
1035,15-22748-758-43,619
1036,8-12685-422-129,620
1037,14-21471-715-107,621
1038,8-12945-431-79,621
1039,8-12685-422-127,621
1040,9-13853-461-116,621
1041,14-21871-729-7,622
1042,14-21471-715-108,623
1043,8-12945-431-78,623
1044,14-21871-729-8,623
1045,8-12945-431-77,624
1046,0-303-10-18,624
1047,14-21471-715-106,625
1048,0-303-10-17,625
1049,14-21471-715-105,626
1050,4-6581-219-59,626
1051,14-21871-729-9,626
1052,8-12685-422-128,626
1053,8-12685-422-125,626
1054,0-303-10-19,627
1055,8-12685-422-126,629
1056,15-23325-777-77,630
1057,0-546-18-34,630
1058,9-13853-461-115,630
1059,9-13853-461-118,630
1060,9-13853-461-117,630
1061,9-13586-452-131,630
1062,14-21471-715-109,631
1063,0-546-18-33,631
1064,9-13853-461-119,631
1065,9-13586-452-134,631
1066,9-13586-452-132,633
1067,15-23325-777-76,634
1068,0-546-18-30,634
1069,0-546-18-32,634
1070,9-13586-452-133,634
1071,15-23325-777-79,636
